Algoritmo,Acurácia,Precisão,Recall (Normal),Recall (Suspeito),AUC
Elliptic Envelop,0.6036866359447005,-0.010599078341013812,1.0,0.23893805309734514,0.6194690265486725
Isolation Forest,0.6036866359447005,-0.010599078341013812,1.0,0.23893805309734514,0.6194690265486725
One Class SVM,0.5990783410138248,-0.02682093956171472,1.0,0.23008849557522124,0.6150442477876106
Local Outlier Factor,0.47465437788018433,-0.29066414320990425,0.8653846153846154,0.11504424778761062,0.490214431586113
