Algoritmo,Acurácia,Precisão,Recall (Normal),Recall (Suspeito),AUC
One Class SVM,0.5191192660550459,-0.37370378246748015,0.9874538745387453,0.05591240875912409,0.5216831416489347
Elliptic Envelop,0.4001467889908257,-0.5853391897148023,0.7988191881918819,0.00583941605839416,0.402329302125138
Isolation Forest,0.3790825688073394,-0.6055968508762144,0.7564575645756457,0.00583941605839416,0.3811484903170199
Local Outlier Factor,0.3754128440366972,-0.6164655502229504,0.7518819188191882,0.003065693430656934,0.37747380612492254
