Algoritmo,Acurácia,Precisão,Recall (Normal),Recall (Suspeito),AUC
One Class SVM,0.4460431654676259,-0.19032047089601045,1.0,0.2222222222222222,0.6111111111111112
Isolation Forest,0.4172661870503597,-0.25380068159279107,0.975,0.1919191919191919,0.583459595959596
Local Outlier Factor,0.39568345323741005,-0.31993529815117017,0.975,0.16161616161616163,0.5683080808080808
Elliptic Envelop,0.37410071942446044,-0.38851055653993116,0.975,0.13131313131313133,0.5531565656565657
