Algoritmo,Acurácia,Precisão,Recall (Normal),Recall (Suspeito),AUC
One Class SVM,0.3412698412698413,-0.31227346581677295,1.0,0.20952380952380953,0.6047619047619047
Local Outlier Factor,0.3253968253968254,-0.35460317460317464,1.0,0.19047619047619047,0.5952380952380952
Isolation Forest,0.31746031746031744,-0.3760880696364567,1.0,0.18095238095238095,0.5904761904761905
Elliptic Envelop,0.2619047619047619,-0.4523809523809523,0.8571428571428571,0.14285714285714285,0.5
