Algoritmo,Acurácia,Precisão,Recall (Normal),Recall (Suspeito),AUC
Elliptic Envelop,0.5,-0.2142857142857143,1.0,0.16666666666666666,0.5833333333333334
One Class SVM,0.5,-0.2142857142857143,1.0,0.16666666666666666,0.5833333333333334
Local Outlier Factor,0.4,-0.6,1.0,0.0,0.5
Isolation Forest,0.4,-0.6,1.0,0.0,0.5
