Algoritmo,Acurácia,Precisão,Recall (Normal),Recall (Suspeito),AUC
Elliptic Envelop,0.7625,0.37474489795918364,1.0,0.4411764705882353,0.7205882352941176
One Class SVM,0.7625,0.37474489795918364,1.0,0.4411764705882353,0.7205882352941176
Isolation Forest,0.675,0.10092592592592609,0.9782608695652174,0.2647058823529412,0.6214833759590793
Local Outlier Factor,0.6125,-0.17279754959159854,0.9782608695652174,0.11764705882352941,0.5479539641943734
